"","B_Cycling","B_GC_DZ","B_GC_LZ","B_GC_prePB","B_IFN","B_activated","B_mem","B_naive","B_plasma","B_preGC","DC_CCR7.","DC_cDC1","DC_cDC2","DC_pDC","Endo","FDC","ILC","Macrophages_M1","Macrophages_M2","Mast","Monocytes","NK","NKT","T_CD4.","T_CD4._TfH","T_CD4._TfH_GC","T_CD4._naive","T_CD8._CD161.","T_CD8._cytotoxic","T_CD8._naive","T_TIM3.","T_TfR","T_Treg","VSMC"
"Aagab",0.28307942,0.16232756,0.13681775,0.27971265,0.11560342,0.061140653,0.109950066,0.06512048,0.1402372,0.23491992,0.17577575,0.12581679,0.28740716,0.20079093,0.18127479,0.20845135,0.12395591,0.12392128,0.10536081,0.1058642,0.09212174,0.13089676,0.11053798,0.12284002,0.082817085,0.2004609,0.07725902,0.09085205,0.093955986,0.08767188,0.3352257,0.2583696,0.12408134,0.1318111
"Aak1",0.039564803,0.017242156,0.019684061,0.15469885,0.018759761,0.011167912,0.009741976,0.010240673,0.13737524,0.014617107,0.20206329,0.025403628,0.30238897,0.12723409,0.570184,0.0675613,1.2584308,0.36416727,0.55811536,0.24153493,0.23989809,0.7221354,0.7146936,0.917971,0.8061965,0.2973475,1.0386317,0.88037616,0.6936821,1.0097241,1.2294023,1.0425001,0.82625395,0.3433874
"Aamdc",0.19205181,0.05662888,0.038001213,0.115315564,0.018046854,0.022164263,0.043226767,0.024524981,0.10543303,0.017624352,0.13874169,0.039316684,0.15383105,0.06013826,0.80913436,0.102395706,0.069096565,0.1515485,0.18437494,0.09985195,0.13546687,0.064781874,0.047441453,0.06447467,0.0289774,0.038400818,0.032707956,0.043514635,0.04578806,0.029019168,0.16104765,0.044990953,0.053000353,0.39081183
"Aamp",0.9709027,0.44397086,0.5503346,0.63596857,0.2922236,0.23472099,0.2817323,0.24462208,0.73164874,0.5054192,0.632839,0.27793536,0.8872859,0.5766783,0.7079947,0.23993473,0.302479,0.33268517,0.3346514,0.289043,0.37748227,0.37588462,0.23873548,0.24646966,0.20849562,0.36571884,0.25312266,0.2184258,0.24688588,0.25608593,0.7267523,0.38494384,0.25719628,1.1312248
"Aar2",0.22822763,0.10886114,0.13712138,0.120765865,0.08552034,0.04565911,0.07000183,0.05917644,0.10820694,0.08737571,0.07312329,0.0493032,0.22929841,0.15737963,0.19425854,0.09926941,0.095679596,0.043606166,0.026364889,0.098882526,0.112818226,0.10224826,0.06877723,0.0821035,0.06106293,0.12772769,0.073209636,0.059191156,0.06670567,0.09557681,0.27288073,0.12070643,0.07163541,0.39605293
"Aars",0.4576596,0.11934527,0.10203925,0.12715086,0.11225274,0.07052724,0.078212634,0.077402025,0.73903835,0.2087943,0.15188451,0.04785008,0.08216284,0.11846454,0.33982155,0.23909396,0.088509515,0.17142189,0.15311979,0.10900738,0.10658063,0.089517966,0.049872007,0.08591926,0.07780692,0.09752928,0.09388066,0.068391696,0.06341653,0.09667583,0.24299614,0.09493475,0.07920462,0.21053255
"Aarsd1",0.18864587,0.09852231,0.11901592,0.18019387,0.085572734,0.07706484,0.098655775,0.055702515,0.07112716,0.1900338,0.15270516,0.05725167,0.12000535,0.10028935,0.037518382,0.12801298,0.036434446,0.022478724,0.04776788,0.10707519,0.012924251,0.01937826,0.018709796,0.09058741,0.097244,0.04990336,0.116610974,0.08136024,0.031759594,0.1573606,0.17159542,0.07095339,0.060892683,0.14643277
"Aasdh",0.16495183,0.11261964,0.12386531,0.11850063,0.0444262,0.06268988,0.08303522,0.067964,0.09978412,0.0998129,0.115992256,0.051043145,0.18159074,0.101645425,0.16762534,0.24550122,0.06072033,0.03568264,0.09455321,0.12122657,0.09970842,0.08725084,0.10227769,0.08263176,0.08419418,0.079373494,0.07512255,0.06487308,0.06129145,0.08774035,0.17632094,0.088926956,0.080028564,0.28779662
"Aasdhppt",0.62365997,0.29278797,0.31339225,0.36289802,0.2236261,0.16142873,0.19222243,0.16274947,0.37653255,0.2886761,0.13765512,0.2736297,0.43974897,0.33780965,0.30642223,0.38052464,0.16008444,0.16839483,0.2192711,0.14418994,0.22824605,0.21862745,0.16696964,0.15907617,0.15184818,0.20600305,0.16149458,0.18344282,0.13736695,0.21247461,0.5067147,0.2490404,0.16752319,0.20897888
"Aatf",0.8509986,0.3659558,0.45151475,0.31027478,0.2786052,0.2122306,0.2782195,0.20833677,0.29361922,0.484207,0.24001308,0.12607647,0.38711676,0.40407735,0.33271858,0.20328374,0.16682728,0.14646932,0.2402123,0.34086472,0.29700917,0.27153993,0.26313993,0.28096455,0.20243463,0.33631283,0.22536393,0.23511268,0.25161672,0.21170646,0.63305694,0.32631424,0.24928339,0.47881988
"Abca1",0.13351256,0.2937042,0.0872863,0.07282044,0.043487307,0.050515827,0.04500617,0.033851657,0.028867092,0.03094402,0.088890746,0.034425016,0.15789884,0.07857837,0.11453917,0.35654142,0.2193082,0.8694881,0.7125675,0.3936206,0.4140443,0.020421086,0.03803991,0.017380126,0.016577689,0.009791734,0.05229088,0.015381065,0.00081522623,0.033161957,0.016564868,0.06847941,0.0052371654,0.38987848
"Abca4",0.72195727,0.81157935,0.95350635,1.0259552,0.9939688,0.7872463,0.41666085,0.6360803,0.9405219,0.97710466,0.9541312,0.93788207,1.0619435,1.1240208,0.94736105,0.97225726,0.84391797,1.0867915,1.0288018,1.0334101,0.97976255,0.86301196,0.9375084,0.94895697,0.795431,0.8513315,0.8019766,0.8588038,0.880854,0.9297861,0.97257215,1.0202513,0.8841919,0.96229416
"Abca5",0.025019122,0.011961143,0.024665097,0.038840733,0.05598801,0.037113458,0.04382209,0.031029554,0.16809118,0.047808804,0.049069606,0.020406177,0.05474521,0.08486905,0.1846933,0.073340066,0.130413,0.041381147,0.030009633,0.2326896,0.010213259,0.044594157,0.065137476,0.056816872,0.07227525,0.08462732,0.052343242,0.050357223,0.04679282,0.04624044,0.03282125,0.038379606,0.034169506,0.13208471
"Abca6",0.14476272,0.08870666,0.25364116,0.32104313,0.009602602,0.0010870077,0.013938099,0.0014084734,0.08757225,0.008486134,0.09895884,0.021131914,0.07486463,0.14829028,0.027203249,0.13796118,0.0034400725,0.60464835,0.032125343,0.15870118,0.020386042,0.0022538868,0.002898621,0.002199522,0.0009611681,0.0007426788,0.00071347965,0.0013673318,0.00045293916,0.0013348007,0.004915555,0.0021483738,0.0024835782,1.0339416
"Abca7",0.12893088,0.081748426,0.080617584,0.12193189,0.032678377,0.04129233,0.060153693,0.03315113,0.18541968,0.023878815,0.39086163,0.032088872,0.1744319,0.38991913,0.014447245,0.097951785,0.11082637,0.10186162,0.077688985,0.102330886,0.12802945,0.084128395,0.052426968,0.06943383,0.07585128,0.09859635,0.05770535,0.054240316,0.06728587,0.06707062,0.06596039,0.05757861,0.045549236,0.08035938
"Abca8b",0.00037876389,0.0007300102,0.0006267958,0.029221337,0.009526161,0.00043140314,0.00012813158,0.00020963642,0.002119572,0.005606615,0.060838476,0.021517998,0.011409584,0.00870259,0.020917784,0.26678914,0.0034163299,0.020272326,0.018910917,0.17034324,0.005293228,0.001387724,0.0016183223,0.00056442624,0.00038074877,0.0004997186,0.0003324324,0.0012720498,0.00076848274,0.00081599585,0.0053836997,0.0018924806,0.00073050405,3.3400238
"Abca9",0.0020262045,0.0028439471,0.004084385,0.026668623,0.008592205,0.0004399012,0.0015024979,0.00024736766,0.021827554,0.009786543,0.053769127,0.020624686,0.01168628,0.008980239,0.0030381056,0.028843906,0.0028171465,0.09448056,0.017840516,0.1414077,0.004923925,0.0022368017,0.0014914445,0.0010566158,0.00039856884,0.00056091277,0.0003193011,0.0022834262,0.00050706265,0.0009094087,0.004926512,0.0019275339,0.00060154207,1.44228
"Abcb4",0.035494704,0.024412416,0.05262519,0.09697711,0.15373296,0.18588284,0.13917643,0.27032804,0.043122414,0.17054163,0.048532274,0.055766713,0.092375554,0.029231392,0.0029983101,0.07763808,0.008674772,0.1146914,0.030697037,0.13157295,0.013965859,0.004923687,0.0015185304,0.0014588711,0.0011826142,0.00054711156,0.00053957046,0.0010360016,0.0012574424,0.00088054,0.0057497993,0.0072518294,0.00071802485,0.09653847
"Abcb7",0.39448616,0.24909315,0.29762235,0.30996147,0.20139813,0.16866294,0.17829716,0.15595414,0.13235015,0.20466736,0.14170407,0.09936311,0.3222358,0.20256162,0.16400465,0.17083846,0.10385411,0.104629904,0.07110234,0.09487787,0.14500186,0.15218663,0.10090185,0.12332261,0.08597205,0.14420399,0.1267811,0.0987102,0.06576927,0.13270596,0.38052642,0.15847412,0.14490314,0.13423544
"Abcb8",0.20979525,0.071305364,0.11341649,0.10778929,0.07056633,0.04984343,0.07192109,0.05762353,0.2314442,0.0993138,0.16764012,0.044760454,0.15354218,0.20401248,0.0698161,0.08117289,0.07101767,0.037222087,0.0512673,0.11402839,0.08576083,0.07210702,0.061566375,0.10074724,0.058221772,0.08729447,0.07650219,0.077968344,0.059644658,0.08353576,0.22182363,0.12170985,0.07521272,0.07835187
"Abcc1",0.107019074,0.088360764,0.08689198,0.036826637,0.04973849,0.01941712,0.046407457,0.017706897,0.049048703,0.034443658,0.22023399,0.018860098,0.18854626,0.07646488,0.080788046,0.11377556,0.16954614,0.080545016,0.13325308,0.23726915,0.08933845,0.03684026,0.017499,0.047562014,0.048835132,0.029679941,0.029840302,0.082993776,0.03572737,0.044165853,0.14201461,0.1341805,0.088880196,0.06518279
"Abcc3",0.0006011827,0.0023013172,0.0016918014,0.038067684,0.011147206,0.00071734266,0.0005890756,0.00035967128,0.006159072,0.0052018506,0.1665848,0.024440147,0.025265452,0.010796401,0.030335056,0.8743367,0.0072190436,0.5374098,0.2555351,0.2828192,0.09491394,0.0015270476,0.0017694096,0.001405214,0.0006839108,0.0006181317,0.000964495,0.0009729873,0.0009393085,0.0014868682,0.005435944,0.0019453269,0.00093478546,0.087379836
"Abcd3",0.26942486,0.11216652,0.104154386,0.051065926,0.04031035,0.052271474,0.053211674,0.053505197,0.08560913,0.043380063,0.045079265,0.06389014,0.13098389,0.06412016,0.15500405,0.10145333,0.10526312,0.103774466,0.026619636,0.33712485,0.061251633,0.07816796,0.077125154,0.06435218,0.053905938,0.078436635,0.07971062,0.06190353,0.069728464,0.090710044,0.12836725,0.09409131,0.056580372,0.26004258
"Abcd4",0.2919118,0.27850989,0.20956366,0.33853775,0.08107808,0.10405259,0.12692805,0.118441805,0.2340256,0.09176684,0.15993196,0.020239763,0.23917401,0.28043365,1.1169407,0.4651107,0.14499635,0.22174658,0.14642304,0.11034354,0.073462985,0.14537239,0.1104155,0.09695776,0.08275628,0.1397326,0.08618376,0.10560424,0.104977846,0.1013712,0.41834283,0.17156638,0.11156095,0.3630332
"Abce1",0.5811752,0.2373215,0.36909747,0.34541142,0.29603603,0.23236446,0.23250264,0.20756151,0.37084445,0.7123711,0.437513,0.37038073,0.674837,0.6151256,0.42312434,0.5341265,0.21810526,0.21181948,0.21257876,0.1046818,0.17395294,0.1653225,0.21466126,0.25722614,0.17688589,0.21564366,0.24686712,0.20480956,0.1560458,0.30179465,0.4102439,0.24644603,0.22163092,0.6764595
"Abcf1",0.93058014,0.30309704,0.43768638,0.40478337,0.21226254,0.2102983,0.24064551,0.18294603,0.36696044,0.46914226,0.3172041,0.2341597,0.5388522,0.31983963,0.45258924,0.19929636,0.29285854,0.3036763,0.2197202,0.27323875,0.20523255,0.3829117,0.273372,0.3429512,0.19575067,0.2775569,0.26377204,0.26105538,0.2722972,0.3107105,1.0426424,0.37314072,0.23125407,0.19816218
"Abcf2",0.00055804197,0.0015627595,0.0009601819,0.024991596,0.04228386,0.0016766757,0.0022236307,0.0013575703,0.0026458853,0.01729386,0.046110142,0.053499807,0.12040792,0.015264973,0.066202626,0.028596995,0.005702836,0.02267261,0.044148326,0.09662971,0.009427379,0.0076328497,0.058443844,0.02324156,0.0017359003,0.0016862056,0.0010203697,0.0064236145,0.0010141736,0.004374841,0.0733272,0.0037821897,0.0031833663,0.049201183
"Abcf3",0.15597126,0.08402251,0.113926634,0.16137281,0.034610543,0.07015024,0.08883199,0.06321017,0.2296555,0.11927476,0.322691,0.042253338,0.16224538,0.07323512,0.28106165,0.13032077,0.07514411,0.057665855,0.14413084,0.1991172,0.042463515,0.11569987,0.08968407,0.13740842,0.06692249,0.091314316,0.08756017,0.09004066,0.08540969,0.104986876,0.19423276,0.11741518,0.091814384,0.07718034
"Abcg1",0.05251385,0.2062575,0.042076733,0.05199415,0.09120141,0.11591423,0.11269778,0.12135338,0.02219343,0.048997045,0.5462374,0.05880784,0.08422699,0.14401986,0.95174235,0.10312576,0.03777987,0.30209517,0.25751272,0.1194184,0.101915844,0.08872998,0.10104169,0.11008952,0.07996694,0.15046139,0.09849742,0.1176647,0.08296623,0.14270134,0.16604261,0.15576422,0.11818659,0.11202084
"Abcg3",0.0014403255,0.0011915351,0.0005747839,0.031019142,0.008624213,0.0006198078,0.0004320236,0.0002153893,0.010163452,0.0046292786,0.052545298,0.02227338,0.011208402,0.019126827,0.40545392,0.03191352,0.054604784,0.018426033,0.017101314,0.15936929,0.0051846392,0.00916264,0.013094082,0.0007588413,0.0011547728,0.000679851,0.001569982,0.0010507057,0.0004247279,0.0035502706,0.0053425487,0.003429221,0.0021442934,0.058577158
"Abhd10",0.2616595,0.086651616,0.08936204,0.06432659,0.16171731,0.109569915,0.09775768,0.10239946,0.12027561,0.15456244,0.06660488,0.04551206,0.15630604,0.14133644,0.1124518,0.0550145,0.07073281,0.13715313,0.14451715,0.227413,0.07266628,0.060831748,0.0564691,0.06687578,0.06543425,0.052816767,0.072699904,0.042810332,0.049269825,0.0847446,0.2592293,0.05157658,0.06579509,0.12904473
"Abhd11",0.30027914,0.055504337,0.066487454,0.047803313,0.07501995,0.041826323,0.03950499,0.036546912,0.112578906,0.05758035,0.5566946,0.13274333,0.120658346,0.037166983,0.10649245,0.17824495,0.022920214,0.071082585,0.052759882,0.11801825,0.11024313,0.05746393,0.0273321,0.015709175,0.024642628,0.051709894,0.028180743,0.017680295,0.030958038,0.029074658,0.13701113,0.040196486,0.0316257,0.12426458
"Abhd12",0.22059932,0.055254757,0.08627543,0.23592485,0.059698362,0.06605467,0.07029024,0.045432735,0.33208203,0.057427015,0.59075195,0.08770647,0.37400597,0.18833181,0.22105174,0.2139564,0.13965751,1.853413,0.30245832,0.19681856,0.18738073,0.19758798,0.084813334,0.10366721,0.07931766,0.17312814,0.072222814,0.10270739,0.09686729,0.05909525,0.31534088,0.18604623,0.111769736,0.4522517
"Abhd13",0.15421201,0.1039622,0.11464185,0.14484054,0.11034221,0.121274896,0.13724124,0.12273917,0.15580192,0.054693177,0.16899808,0.023418158,0.15801427,0.100326724,0.18283096,0.18003437,0.13198513,0.124752946,0.04950312,0.20088303,0.1378847,0.13509661,0.16655727,0.20388912,0.12808609,0.14680876,0.12915744,0.12031447,0.099019445,0.10283163,0.2528495,0.20473538,0.14991337,0.3763433
"Abhd14a",0.055942953,0.023772407,0.04152301,0.11738474,0.063730046,0.02953161,0.050211404,0.0055897613,0.2200338,0.054198097,0.043294746,0.026701946,0.0458213,0.06165655,0.10909555,0.17096622,0.035456825,0.06312017,0.028532702,0.16020223,0.02257717,0.040686786,0.111426555,0.12741701,0.0999037,0.13826095,0.07939983,0.05385883,0.07972063,0.061446827,0.23364864,0.12394822,0.080668874,0.11855135
"Abhd14b",0.89762634,0.5982164,0.5453002,0.9201346,0.48101294,0.38608715,0.72456545,0.38008004,0.55715185,0.4089298,0.25856388,0.23470753,0.69783765,0.72168994,0.5487319,0.58167416,0.3720568,0.41066208,0.37293702,0.4545471,0.27292258,0.28275293,0.4867888,0.6567353,0.5679939,0.5261542,0.5807535,0.4202351,0.39528263,0.50572264,0.7886086,0.5819199,0.5623379,0.64689666
"Abhd15",0.03920153,0.025915397,0.023404803,0.070846066,0.042606194,0.058909956,0.06890969,0.0728098,0.07095643,0.024018617,0.044254206,0.032928538,0.06838686,1.1796609,0.03696798,0.0427305,0.47984943,0.09657819,0.0576026,0.09381495,0.016815742,0.16738589,0.058290586,0.019685037,0.016943768,0.029012129,0.003935396,0.043304183,0.026815573,0.0106938835,0.06479529,0.029849527,0.0059585855,0.18330778
"Abhd16a",0.12769195,0.058234703,0.071918145,0.035955627,0.04744981,0.015665768,0.032925196,0.015196983,0.17467637,0.021804048,0.10109682,0.03841539,0.081613824,0.063631065,0.07780164,0.073763125,0.039614704,0.06749635,0.057148635,0.11298511,0.043914616,0.046435837,0.015928892,0.025064522,0.011723569,0.025990507,0.014216267,0.016580936,0.019182803,0.021562958,0.11289426,0.03768259,0.023344027,0.16113739
"Abhd17a",0.21085696,0.121726334,0.12347822,0.11473506,0.1658914,0.089196205,0.12671222,0.075075254,0.12884289,0.04602871,0.11438206,0.018002875,0.3490334,0.2854362,0.48379138,0.23213844,0.1329718,0.1441477,0.1616837,0.089583896,0.18648092,0.6997542,0.3393157,0.20045319,0.16419978,0.38185513,0.17923012,0.22893459,0.30442527,0.21751781,0.5456587,0.41143906,0.20935634,0.45022506
"Abhd17b",0.10588766,0.06305753,0.041959688,0.027906543,0.030740207,0.063784644,0.062603585,0.08153938,0.085080534,0.057740368,0.16581751,0.018691693,0.036595564,0.11120225,0.100930914,0.053918023,0.15196022,0.030016307,0.066528514,0.12113877,0.024624992,0.16839094,0.013564429,0.01772802,0.026432065,0.07064416,0.035510533,0.057787452,0.07645482,0.06853338,0.32834798,0.08861043,0.055375226,0.054841515
"Abhd18",0.19666328,0.0941654,0.13959809,0.09108826,0.09368611,0.064975634,0.07694059,0.054353293,0.09666159,0.10636634,0.11421516,0.020908134,0.07862426,0.12986328,0.11655434,0.12246785,0.07904288,0.19226128,0.07156371,0.12223206,0.06659327,0.079114564,0.04753806,0.070211135,0.0644839,0.09034172,0.074178,0.059665654,0.053532604,0.088798806,0.22771364,0.13141832,0.0950703,0.05518507
"Abhd2",0.12212677,0.0654749,0.05952449,0.079712175,0.05615479,0.034226507,0.046046104,0.028467488,0.07239954,0.017780213,0.24922204,0.08018452,0.28366247,0.26104587,0.27565178,0.27717873,0.13528517,0.17727417,0.14896517,0.77044535,0.33676666,0.30049765,0.06069442,0.07324745,0.05228457,0.10476472,0.04313903,0.05964167,0.054997023,0.038468927,0.32440627,0.09711889,0.07221771,0.26142633
"Abhd3",0.7500867,0.30182496,0.2575208,0.28381652,0.099411905,0.16359763,0.1372505,0.115771554,0.49820605,0.08019812,0.29790846,0.091296725,0.19947848,0.24413083,0.08559059,0.16687018,0.15063259,0.2344013,0.082873374,0.1116733,0.18746735,0.25848943,0.19256264,0.22449963,0.18969254,0.24125859,0.19504315,0.1996665,0.20930092,0.23765838,0.4700745,0.26780277,0.24987018,0.28368896
"Abhd5",0.27381006,0.13264173,0.15300709,0.048266374,0.037199978,0.061302893,0.08947889,0.02373799,0.0848709,0.06968718,0.06356271,0.048744142,0.16973726,0.15767604,0.2906018,0.22708094,0.1317252,0.3097143,0.20176795,0.1279719,0.41617242,0.1276221,0.07736142,0.050815683,0.04196153,0.06459861,0.039410494,0.06719284,0.05438681,0.039781865,0.25417373,0.08780041,0.102979116,0.31580323
"Abhd6",0.021942899,0.0044386853,0.043704767,0.07231879,0.047477856,0.058254644,0.16160814,0.044916272,0.011046136,0.18795787,0.22627218,0.034988783,0.42056713,0.304287,0.2015351,0.042642947,0.009516167,0.14644562,0.15707704,0.112537354,0.11535436,0.032907058,0.003286925,0.0061931717,0.00299313,0.026883265,0.0075504994,0.01581786,0.023520896,0.012957054,0.069747806,0.025583426,0.011281976,0.1299039
"Abhd8",0.26366648,0.16626385,0.18748152,0.13861446,0.041145824,0.017491607,0.040511735,0.023505246,0.25369087,0.02769785,0.07650498,0.1476,0.306633,0.080416664,0.070879295,0.15538031,0.06960308,0.15387614,0.068678185,0.22051363,0.106271416,0.031128295,0.050761856,0.02431875,0.034623556,0.056864426,0.025647748,0.028288718,0.011905794,0.035617355,0.14372899,0.06490458,0.027010964,0.281996
"Abi1",1.5821016,1.07783,1.0752563,1.0433196,0.54484,0.36297783,0.46631005,0.35123134,0.37210232,0.66751635,0.66078323,0.50658494,0.788387,0.83042306,0.42755687,0.9066689,0.21881908,0.50509924,0.31671816,0.18659146,0.39406002,0.38721332,0.30323654,0.3684034,0.2913845,0.57690734,0.29141822,0.2948261,0.3150108,0.32222384,0.7696534,0.75209004,0.4283219,0.517429
"Abi2",0.20937006,0.029318094,0.06280566,0.26963553,0.08897478,0.070026405,0.091187485,0.05003222,0.116921246,0.078135595,0.11392067,0.1302481,0.31293225,0.4793684,0.37190646,0.18876521,0.2169061,0.040308435,0.120047696,0.21765365,0.05159111,0.13211906,0.09168464,0.11392946,0.08823629,0.18493359,0.1081227,0.11530205,0.062292308,0.14611596,0.21065427,0.17426135,0.13020529,0.4643642
"Abi3",1.1555028,0.6580665,0.6948275,1.1552022,0.6124615,0.19570227,0.55277675,0.21716857,0.25601813,0.24096224,0.15904863,0.48976362,2.619828,0.009541778,0.5604957,0.08638069,0.022247955,0.88982064,0.9095618,0.10854635,1.2770224,0.8508823,0.42985442,0.106742635,0.08896238,0.02814471,0.1180621,0.21220686,0.48789597,0.2567455,0.46330583,0.3358835,0.11076516,0.044183172
"Abi3bp",0.0008395044,0.0007588282,0.000570073,0.031700302,0.009120443,0.00079846295,0.00019833348,0.00032729737,0.0018961193,0.009873222,0.080447316,0.022463778,0.021820253,0.018319229,0.2690821,0.72728866,0.0030559264,0.041529447,0.02119002,0.24283479,0.015902676,0.001149538,0.0016146488,0.00059604266,0.0005580668,0.0005194131,0.00036035405,0.00088584935,0.0004343026,0.0007028517,0.0050738063,0.0020000034,0.00084936287,1.3764946
